id,title,content,publication_date,source_url,category,created_at
135,"News Wrap: Dozens missing after deadly Mogadishu truck bombing",NULL,"2017-10-16 22:45:17",http://www.pbs.org/newshour/bb/news-wrap-dozens-missing-deadly-mogadishu-truck-bombing/,Other,"2024-10-08 18:54:55"
136,"Why a power struggle has broken out over Kirkuk",NULL,"2017-10-16 22:40:31",http://www.pbs.org/newshour/bb/power-struggle-broken-kirkuk/,Other,"2024-10-08 18:54:55"
137,"Rex Tillerson says continue diplomacy with North Korea ‘until first bomb drops’",NULL,"2017-10-16 11:08:00",http://www.pbs.org/newshour/rundown/rex-tillerson-says-continue-diplomacy-north-korea-first-bomb-drops/,Other,"2024-10-08 18:54:55"
138,"Iraqi, Kurdish forces in standoff, weeks after Kurdish vote for independence",NULL,"2017-10-15 20:33:23",http://www.pbs.org/newshour/bb/iraqi-kurdish-forces-standoff-weeks-kurdish-vote-independence/,Other,"2024-10-08 18:54:55"
139,"South Sudan civil war causes Africa’s worst refugee crisis",NULL,"2017-10-15 19:26:17",http://www.pbs.org/newshour/bb/south-sudan-civil-war-causes-africas-worst-refugee-crisis/,Other,"2024-10-08 18:54:55"
140,"Hundreds dead after massive truck bomb strikes Mogadishu",NULL,"2017-10-15 16:27:49",http://www.pbs.org/newshour/rundown/hundreds-dead-massive-truck-bomb-strikes-mogadishu/,Other,"2024-10-08 18:54:55"
141,"Column: Why reporting from South Sudan is so difficult — and critically needed",NULL,"2017-10-15 14:27:40",http://www.pbs.org/newshour/updates/reporters-notebook-reporting-south-sudan-difficult-critically-needed/,Other,"2024-10-08 18:54:55"
142,"Kashmir and Haryana prove India exit polls wrong",NULL,"2024-10-08 12:15:30",https://www.bbc.com/news/articles/cx2y4ew10wxo,Other,"2024-10-08 18:54:56"
143,"Indian financial aid opens 'new chapter' with Maldives",NULL,"2024-10-07 12:24:15",https://www.bbc.com/news/articles/cly4eq78k5qo,Other,"2024-10-08 18:54:56"
144,"Why are there so many dropped catches at T20 World Cup?",NULL,"2024-10-06 20:01:57",https://www.bbc.com/sport/cricket/articles/cg78yd0p088o,Other,"2024-10-08 18:54:56"
145,"Climbers rescued after three days in the Himalayas",NULL,"2024-10-06 16:14:26",https://www.bbc.com/news/articles/c93y147z4pdo,Other,"2024-10-08 18:54:56"
146,"Maldives president visits India amid trouble in tourist paradise",NULL,"2024-10-06 00:10:51",https://www.bbc.com/news/articles/ce8vz8j60kno,Other,"2024-10-08 18:54:56"
147,"The Polish artist who painted Hindu gods in Indian palaces",NULL,"2024-10-04 23:21:43",https://www.bbc.com/news/articles/c8xe17pegrno,Other,"2024-10-08 18:54:56"
148,"India government says criminalising marital rape 'excessively harsh'",NULL,"2024-10-04 06:32:38",https://www.bbc.com/news/articles/c80r38yeempo,Politics,"2024-10-08 18:54:56"
149,"India's foreign minister to visit Pakistan for the first time since 2015",NULL,"2024-10-04 12:41:38",https://www.bbc.com/news/articles/c0lw9pdw400o,Other,"2024-10-08 18:54:56"
150,"How India became a Test cricket powerhouse",NULL,"2024-10-03 21:27:11",https://www.bbc.com/news/articles/cz6w0lygq22o,Other,"2024-10-08 18:54:56"
151,"India's iconic tramcars set to ride into Kolkata sunset",NULL,"2024-10-01 23:30:25",https://www.bbc.com/news/articles/ckgn4mzn224o,Other,"2024-10-08 18:54:56"
152,"My mission is to take Tamil music global, says Sid Sriram",NULL,"2024-10-06 00:25:44",https://www.bbc.com/news/articles/cvgwwqpdj74o,Other,"2024-10-08 18:54:56"
153,"India's top court saves a poor student's college dream",NULL,"2024-10-03 09:24:47",https://www.bbc.com/news/articles/cx25nq12n10o,Other,"2024-10-08 18:54:56"
154,"The 'mastermind' behind India's biggest jailbreak",NULL,"2024-10-01 01:48:53",https://www.bbc.com/news/articles/c1dd9rj3vmyo,Other,"2024-10-08 18:54:56"
155,"The world’s diamond polishing capital feels Ukraine war impact",NULL,"2024-09-30 01:04:21",https://www.bbc.com/news/articles/c1e866ypp1zo,Other,"2024-10-08 18:54:56"
156,"Sold out in minutes, resold for millions: Coldplay tickets spark outrage in India",NULL,"2024-09-29 01:24:50",https://www.bbc.com/news/articles/c99v12e3yj4o,Other,"2024-10-08 18:54:56"
157,"A famed holy sweet in an unsavoury row in India",NULL,"2024-09-26 21:41:55",https://www.bbc.com/news/articles/cglkenxgd5xo,Other,"2024-10-08 18:54:56"
158,"Your essential guide to the ICC Women's T20 World Cup",NULL,"2024-10-01 07:59:27",https://www.bbc.com/sport/cricket/articles/c99vp4yyyyxo,Other,"2024-10-08 18:54:56"
159,"The Kashmiri politician whose return from jail ruffled feathers",NULL,"2024-09-26 01:00:04",https://www.bbc.com/news/articles/cgj4l01q9jgo,Other,"2024-10-08 18:54:56"
160,"Death of Indian employee sparks debate on 'toxic work culture'",NULL,"2024-09-24 21:39:31",https://www.bbc.com/news/articles/c0kjgp4jr5yo,Other,"2024-10-08 18:54:56"
161,"Tigers and crocs make mangrove preservation tough work",NULL,"2024-09-23 23:09:02",https://www.bbc.com/news/articles/crrldyvqe4xo,Other,"2024-10-08 18:54:56"
162,"How Punjabi megastar Diljit Dosanjh is inspiring the next gen",NULL,"2024-09-21 23:51:46",https://www.bbc.com/news/articles/cwy9gln6lz6o,Other,"2024-10-08 18:54:56"
163,"Hema committee report: Why are India's biggest film stars silent?",NULL,"2024-09-19 21:39:03",https://www.bbc.com/news/articles/cn9dgjd8rewo,Other,"2024-10-08 18:54:56"
164,"Volunteers dying as Russia’s war dead tops 70,000",NULL,"2024-09-19 23:12:45",https://www.bbc.com/news/articles/cjr3255gpjgo,Other,"2024-10-08 18:54:56"
165,"Why hundreds of Samsung workers are protesting in India",NULL,"2024-09-19 13:51:52",https://www.bbc.com/news/articles/c7488w85n00o,Other,"2024-10-08 18:54:56"
166,"'Please save me': The Indians duped into fighting for Russia",NULL,"2024-09-18 08:11:06",https://www.bbc.com/news/articles/cly6ve2x72xo,Other,"2024-10-08 18:54:56"
167,"After a decade, Kashmir votes in historic elections",NULL,"2024-09-16 08:31:13",https://www.bbc.com/news/articles/cpw84kv9q8yo,Other,"2024-10-08 18:54:56"
168,"The German woman who helped build an Indian university",NULL,"2024-09-16 21:41:27",https://www.bbc.com/news/articles/cn020ywgx2yo,Other,"2024-10-08 18:54:56"
169,"Bangladesh leader’s ‘megaphone diplomacy’ irks India",NULL,"2024-09-12 21:41:41",https://www.bbc.com/news/articles/cz6xqyzzdxgo,Other,"2024-10-08 18:54:56"
170,"India's oldest trams may soon be brought to a halt",NULL,"2024-10-01 12:27:53",https://www.bbc.com/news/articles/cr54qr64n1qo,Other,"2024-10-08 18:54:56"
171,"Kolkata night protest: 'Today I witnessed history'",NULL,"2024-08-15 10:22:01",https://www.bbc.com/news/videos/ce3106yz19do,Other,"2024-10-08 18:54:56"
172,"Watch: Thousands of women protest about rape and murder of doctor in India",NULL,"2024-08-15 08:56:44",https://www.bbc.com/news/videos/czx67lknn54o,Other,"2024-10-08 18:54:56"
173,"Watch: Building collapses into river in Himachal Pradesh",NULL,"2024-08-01 07:44:51",https://www.bbc.com/news/videos/c1vdw9546wwo,Other,"2024-10-08 18:54:56"
174,"Watch: Blue screens, queues and airport delays worldwide",NULL,"2024-07-19 11:51:09",https://www.bbc.com/news/videos/cz7ejpld988o,Other,"2024-10-08 18:54:56"
175,"Lavish Ambani wedding divides opinions in India",NULL,"2024-07-12 13:22:41",https://www.bbc.com/news/videos/cgr5073mz74o,Other,"2024-10-08 18:54:56"
176,"Former PMs, film and sports stars join Ambani wedding",NULL,"2024-07-12 21:10:01",https://www.bbc.com/news/videos/cv2gnv34kyeo,Other,"2024-10-08 18:54:56"
177,"WATCH: Families mourn victims of deadly India crush",NULL,"2024-07-03 09:42:54",https://www.bbc.com/news/videos/cw4ypql875ko,Other,"2024-10-08 18:54:56"
178,"Watch: Delhi airport roof collapses due to heavy rain",NULL,"2024-06-28 07:43:43",https://www.bbc.com/news/videos/c134zdz2nnro,Other,"2024-10-08 18:54:56"
179,"What worked for India's Modi - and what didn’t?",NULL,"2024-06-04 15:32:32",https://www.bbc.com/news/articles/ce442577v35o,Other,"2024-10-08 18:54:56"
180,"Arrests, accusations and AI: India’s election unpacked",NULL,"2024-06-01 23:07:59",https://www.bbc.com/news/videos/cqqq2g653gro,Politics,"2024-10-08 18:54:56"
